Campaign_ID,Campaign_Name,Channel,Region,Customer_Segment,Product_Type,Customers_Targeted,Customers_Responded,Campaign_Cost,Revenue_Generated,Campaign_Start_Date,Campaign_End_Date,Response_Rate, Cost_per_acquisition ,ROI
CMP1183,Personal Loan Promotion,Email,North,Young Professionals,Personal Loan,2793,189,91315,39690,10-09-2024,22-09-2024,7%, ? 483.15 ,-57%
CMP1184,Credit Card Promotion,Social Media,North,Young Professionals,Credit Card,13111,1540,32999,341880,29-10-2024,10-11-2024,12%, ? 21.43 ,936%
CMP1185,Insurance Promotion,Push Notification,South,High Net Worth,Insurance,12541,1533,95993,521220,13-04-2024,17-04-2024,12%, ? 62.62 ,443%
CMP1186,Investment Plan Promotion,Push Notification,West,Students,Investment Plan,2984,204,111751,209508,19-06-2024,25-06-2024,7%, ? 547.80 ,87%
CMP1187,Investment Plan Promotion,Push Notification,East,High Net Worth,Investment Plan,13127,439,20126,133895,01-04-2024,13-04-2024,3%, ? 45.85 ,565%
CMP1188,Personal Loan Promotion,Email,North,Young Professionals,Personal Loan,8024,751,64327,372496,01-08-2024,14-08-2024,9%, ? 85.66 ,479%
CMP1189,Personal Loan Promotion,Social Media,North,Young Professionals,Personal Loan,3792,178,56244,97010,19-04-2024,25-04-2024,5%, ? 315.98 ,72%
CMP1190,Credit Card Promotion,SMS,North,Young Professionals,Credit Card,11397,1773,73173,1358118,28-05-2024,08-06-2024,16%, ? 41.27 ,1756%
CMP1191,Insurance Promotion,Push Notification,West,High Net Worth,Insurance,11524,925,59224,292300,02-06-2024,13-06-2024,8%, ? 64.03 ,394%
CMP1192,Savings Account Promotion,Social Media,North,Young Professionals,Savings Account,9970,894,69688,716094,15-03-2024,23-03-2024,9%, ? 77.95 ,928%
CMP1193,Personal Loan Promotion,Social Media,West,Retail,Personal Loan,10577,1056,28666,651552,12-12-2024,15-12-2024,10%, ? 27.15 ,2173%
CMP1194,Credit Card Promotion,Social Media,South,SME Owners,Credit Card,8783,559,90507,537758,27-06-2024,05-07-2024,6%, ? 161.91 ,494%
CMP1195,Personal Loan Promotion,SMS,South,Students,Personal Loan,14951,1743,90835,1584387,09-12-2024,12-12-2024,12%, ? 52.11 ,1644%
CMP1196,Savings Account Promotion,Email,North,Young Professionals,Savings Account,8320,1223,24757,1057895,04-06-2024,08-06-2024,15%, ? 20.24 ,4173%
CMP1197,Insurance Promotion,Social Media,West,Retail,Insurance,7588,814,90480,230362,26-12-2024,29-12-2024,11%, ? 111.15 ,155%
CMP1198,Investment Plan Promotion,Social Media,West,Students,Investment Plan,6243,575,116731,150650,07-07-2024,17-07-2024,9%, ? 203.01 ,29%
CMP1199,Investment Plan Promotion,Push Notification,West,Retail,Investment Plan,8704,652,21759,221680,02-08-2024,07-08-2024,7%, ? 33.37 ,919%
CMP1200,Investment Plan Promotion,Email,West,Students,Investment Plan,10058,1508,113501,348348,06-06-2024,09-06-2024,15%, ? 75.27 ,207%
CMP1201,Personal Loan Promotion,Social Media,North,Retail,Personal Loan,6524,565,92847,351995,19-01-2024,23-01-2024,9%, ? 164.33 ,279%
CMP1202,Credit Card Promotion,Email,East,High Net Worth,Credit Card,2768,405,68302,159165,22-04-2024,26-04-2024,15%, ? 168.65 ,133%
CMP1203,Insurance Promotion,SMS,West,High Net Worth,Insurance,13485,1536,85155,1683456,20-09-2024,29-09-2024,11%, ? 55.44 ,1877%
CMP1204,Insurance Promotion,Social Media,South,High Net Worth,Insurance,10038,1435,119785,1690430,10-06-2024,13-06-2024,14%, ? 83.47 ,1311%
CMP1205,Savings Account Promotion,Push Notification,North,SME Owners,Savings Account,2054,109,105382,59732,08-01-2024,11-01-2024,5%, ? 966.81 ,-43%
CMP1206,Credit Card Promotion,Push Notification,East,Students,Credit Card,14600,924,50678,593208,11-09-2024,21-09-2024,6%, ? 54.85 ,1071%
CMP1207,Insurance Promotion,SMS,East,SME Owners,Insurance,9221,745,88836,579610,20-02-2024,23-02-2024,8%, ? 119.24 ,552%
CMP1208,Credit Card Promotion,Social Media,West,High Net Worth,Credit Card,5675,373,84929,373746,05-04-2024,15-04-2024,7%, ? 227.69 ,340%
CMP1209,Savings Account Promotion,Push Notification,North,Students,Savings Account,11503,1821,104458,2023131,13-06-2024,21-06-2024,16%, ? 57.36 ,1837%
CMP1210,Investment Plan Promotion,Social Media,North,SME Owners,Investment Plan,8612,783,86358,894969,07-01-2024,19-01-2024,9%, ? 110.29 ,936%
CMP1211,Credit Card Promotion,Email,West,SME Owners,Credit Card,10966,1539,80500,532494,21-04-2024,26-04-2024,14%, ? 52.31 ,561%
CMP1212,Insurance Promotion,SMS,East,High Net Worth,Insurance,3308,308,28705,337568,29-10-2024,05-11-2024,9%, ? 93.20 ,1076%
CMP1213,Savings Account Promotion,Push Notification,North,Young Professionals,Savings Account,8035,645,35358,377325,13-07-2024,22-07-2024,8%, ? 54.82 ,967%
CMP1214,Insurance Promotion,SMS,East,SME Owners,Insurance,13382,939,34596,942756,12-09-2024,23-09-2024,7%, ? 36.84 ,2625%
CMP1215,Personal Loan Promotion,Email,North,High Net Worth,Personal Loan,9083,571,37771,273509,21-03-2024,02-04-2024,6%, ? 66.15 ,624%
CMP1216,Credit Card Promotion,SMS,East,High Net Worth,Credit Card,4679,831,106143,776985,27-07-2024,31-07-2024,18%, ? 127.73 ,632%
CMP1217,Credit Card Promotion,Push Notification,North,Young Professionals,Credit Card,5186,554,98344,416054,24-08-2024,04-09-2024,11%, ? 177.52 ,323%
CMP1218,Insurance Promotion,Push Notification,North,Young Professionals,Insurance,13622,854,37685,370636,04-01-2024,16-01-2024,6%, ? 44.13 ,884%
CMP1219,Insurance Promotion,Social Media,East,SME Owners,Insurance,10633,1755,94532,480870,21-11-2024,25-11-2024,17%, ? 53.86 ,409%
CMP1220,Investment Plan Promotion,Push Notification,South,SME Owners,Investment Plan,12367,589,58243,141360,03-02-2024,06-02-2024,5%, ? 98.88 ,143%
CMP1221,Investment Plan Promotion,SMS,West,Young Professionals,Investment Plan,7796,995,98411,794010,26-04-2024,08-05-2024,13%, ? 98.91 ,707%
CMP1222,Insurance Promotion,SMS,North,Students,Insurance,2341,118,101182,99710,06-08-2024,16-08-2024,5%, ? 857.47 ,-1%
CMP1223,Savings Account Promotion,Social Media,East,Retail,Savings Account,10801,1296,67924,847584,21-06-2024,24-06-2024,12%, ? 52.41 ,1148%
CMP1224,Insurance Promotion,Social Media,West,Young Professionals,Insurance,4969,450,49373,374850,15-02-2024,19-02-2024,9%, ? 109.72 ,659%
CMP1225,Investment Plan Promotion,Push Notification,East,Students,Investment Plan,5067,880,81120,895840,29-06-2024,05-07-2024,17%, ? 92.18 ,1004%
CMP1226,Personal Loan Promotion,Push Notification,West,Students,Personal Loan,7490,500,77492,489000,22-10-2024,04-11-2024,7%, ? 154.98 ,531%
CMP1227,Insurance Promotion,SMS,West,Young Professionals,Insurance,9679,1619,44762,1628714,19-08-2024,24-08-2024,17%, ? 27.65 ,3539%
CMP1228,Insurance Promotion,Email,East,SME Owners,Insurance,3333,337,43150,290831,02-09-2024,10-09-2024,10%, ? 128.04 ,574%
CMP1229,Credit Card Promotion,Push Notification,South,SME Owners,Credit Card,8212,842,79129,628974,26-08-2024,01-09-2024,10%, ? 93.98 ,695%
CMP1230,Insurance Promotion,SMS,East,Retail,Insurance,3762,587,32112,679159,30-12-2024,12-01-2025,16%, ? 54.71 ,2015%
CMP1231,Personal Loan Promotion,Email,West,Retail,Personal Loan,2481,306,21524,83232,19-07-2024,29-07-2024,12%, ? 70.34 ,287%
CMP1232,Insurance Promotion,Push Notification,South,Retail,Insurance,7136,655,20060,745390,13-04-2024,25-04-2024,9%, ? 30.63 ,3616%
CMP1233,Insurance Promotion,Social Media,East,High Net Worth,Insurance,14312,958,65186,667726,16-08-2024,21-08-2024,7%, ? 68.04 ,924%
CMP1234,Insurance Promotion,Email,East,High Net Worth,Insurance,5549,170,43051,80580,10-04-2024,23-04-2024,3%, ? 253.24 ,87%
CMP1235,Credit Card Promotion,Social Media,West,High Net Worth,Credit Card,6090,1061,41520,561269,26-02-2024,06-03-2024,17%, ? 39.13 ,1252%
CMP1236,Personal Loan Promotion,Email,South,Students,Personal Loan,9982,429,64623,178035,04-12-2024,14-12-2024,4%, ? 150.64 ,175%
CMP1237,Credit Card Promotion,Email,West,Retail,Credit Card,14254,2152,21750,1471968,16-07-2024,26-07-2024,15%, ? 10.11 ,6668%
CMP1238,Credit Card Promotion,Push Notification,South,Students,Credit Card,8609,890,97454,685300,30-12-2024,11-01-2025,10%, ? 109.50 ,603%
CMP1239,Savings Account Promotion,Email,East,Retail,Savings Account,10238,374,49711,340340,08-10-2024,15-10-2024,4%, ? 132.92 ,585%
CMP1240,Personal Loan Promotion,Social Media,East,SME Owners,Personal Loan,5157,862,64813,460308,26-04-2024,05-05-2024,17%, ? 75.19 ,610%
CMP1241,Personal Loan Promotion,SMS,West,High Net Worth,Personal Loan,6232,367,93543,255799,10-11-2024,19-11-2024,6%, ? 254.89 ,173%
CMP1242,Investment Plan Promotion,SMS,South,Retail,Investment Plan,3500,353,74237,201563,12-04-2024,15-04-2024,10%, ? 210.30 ,172%
CMP1243,Investment Plan Promotion,Push Notification,South,SME Owners,Investment Plan,9693,1157,55435,447759,27-10-2024,31-10-2024,12%, ? 47.91 ,708%
CMP1244,Savings Account Promotion,SMS,South,SME Owners,Savings Account,2130,286,22983,338910,01-07-2024,10-07-2024,13%, ? 80.36 ,1375%
CMP1245,Insurance Promotion,Push Notification,East,Retail,Insurance,14651,1697,114071,1181112,04-01-2024,12-01-2024,12%, ? 67.22 ,935%
CMP1246,Insurance Promotion,Social Media,South,Retail,Insurance,2920,410,114223,283720,17-04-2024,21-04-2024,14%, ? 278.59 ,148%
CMP1247,Savings Account Promotion,Social Media,East,SME Owners,Savings Account,10502,1042,86081,638746,07-09-2024,16-09-2024,10%, ? 82.61 ,642%
CMP1248,Insurance Promotion,Push Notification,East,Young Professionals,Insurance,11996,1311,68543,1057977,14-08-2024,27-08-2024,11%, ? 52.28 ,1444%
CMP1249,Insurance Promotion,Push Notification,North,Young Professionals,Insurance,9206,289,65084,334373,13-11-2024,20-11-2024,3%, ? 225.20 ,414%
CMP1250,Credit Card Promotion,Social Media,East,Students,Credit Card,14984,1754,103691,768252,22-09-2024,03-10-2024,12%, ? 59.12 ,641%
CMP1251,Investment Plan Promotion,Push Notification,East,Retail,Investment Plan,10190,949,32676,736424,25-06-2024,30-06-2024,9%, ? 34.43 ,2154%
CMP1252,Personal Loan Promotion,Email,West,Students,Personal Loan,13692,1139,52413,595697,25-05-2024,01-06-2024,8%, ? 46.02 ,1037%
CMP1253,Investment Plan Promotion,Social Media,South,Young Professionals,Investment Plan,9832,703,110093,825322,13-03-2024,16-03-2024,7%, ? 156.60 ,650%
CMP1254,Credit Card Promotion,Social Media,South,Retail,Credit Card,10056,1326,117419,511836,19-10-2024,26-10-2024,13%, ? 88.55 ,336%
CMP1255,Investment Plan Promotion,Social Media,West,Retail,Investment Plan,11130,1316,20806,840924,14-11-2024,24-11-2024,12%, ? 15.81 ,3942%
CMP1256,Savings Account Promotion,Social Media,South,Retail,Savings Account,10202,1689,100097,594528,17-07-2024,23-07-2024,17%, ? 59.26 ,494%
CMP1257,Personal Loan Promotion,Social Media,West,Young Professionals,Personal Loan,7690,693,101470,352737,30-08-2024,11-09-2024,9%, ? 146.42 ,248%
CMP1258,Investment Plan Promotion,SMS,East,High Net Worth,Investment Plan,9274,523,102856,497896,15-09-2024,25-09-2024,6%, ? 196.67 ,384%
CMP1259,Insurance Promotion,Social Media,South,Students,Insurance,5845,877,93781,215742,02-08-2024,05-08-2024,15%, ? 106.93 ,130%
CMP1260,Insurance Promotion,Social Media,East,Retail,Insurance,13362,1597,50448,1232884,26-06-2024,30-06-2024,12%, ? 31.59 ,2344%
CMP1261,Insurance Promotion,Email,South,Young Professionals,Insurance,12301,2207,44578,792313,14-08-2024,22-08-2024,18%, ? 20.20 ,1677%
CMP1262,Credit Card Promotion,Social Media,North,SME Owners,Credit Card,6876,437,95758,125856,24-11-2024,30-11-2024,6%, ? 219.13 ,31%
CMP1263,Savings Account Promotion,Social Media,North,SME Owners,Savings Account,3933,625,37674,510000,18-11-2024,01-12-2024,16%, ? 60.28 ,1254%
CMP1264,Credit Card Promotion,Social Media,West,Students,Credit Card,11179,1134,37602,1270080,13-08-2024,25-08-2024,10%, ? 33.16 ,3278%
CMP1265,Investment Plan Promotion,SMS,West,Retail,Investment Plan,14808,1175,62520,540500,13-08-2024,23-08-2024,8%, ? 53.21 ,765%
CMP1266,Insurance Promotion,Social Media,South,Retail,Insurance,9291,798,100199,359100,24-06-2024,06-07-2024,9%, ? 125.56 ,258%
CMP1267,Personal Loan Promotion,Social Media,West,Retail,Personal Loan,11105,468,29903,548496,10-10-2024,17-10-2024,4%, ? 63.90 ,1734%
CMP1268,Insurance Promotion,Email,North,Students,Insurance,7068,1114,29516,471222,13-11-2024,18-11-2024,16%, ? 26.50 ,1496%
CMP1269,Investment Plan Promotion,Email,North,Young Professionals,Investment Plan,4745,548,31303,583620,09-02-2024,22-02-2024,12%, ? 57.12 ,1764%
CMP1270,Savings Account Promotion,SMS,West,SME Owners,Savings Account,12188,853,106231,295138,01-12-2024,11-12-2024,7%, ? 124.54 ,178%
CMP1271,Credit Card Promotion,Push Notification,South,SME Owners,Credit Card,4139,652,85082,661780,17-06-2024,30-06-2024,16%, ? 130.49 ,678%
CMP1272,Credit Card Promotion,Push Notification,West,Students,Credit Card,4604,619,106206,536054,06-07-2024,15-07-2024,13%, ? 171.58 ,405%
CMP1273,Insurance Promotion,Social Media,South,SME Owners,Insurance,2556,410,69138,94300,23-01-2024,04-02-2024,16%, ? 168.63 ,36%
CMP1274,Savings Account Promotion,SMS,East,Retail,Savings Account,9561,1462,97236,1270478,08-02-2024,12-02-2024,15%, ? 66.51 ,1207%
CMP1275,Savings Account Promotion,Social Media,North,SME Owners,Savings Account,4403,499,77932,592812,12-01-2024,21-01-2024,11%, ? 156.18 ,661%
CMP1276,Credit Card Promotion,SMS,North,SME Owners,Credit Card,12177,889,80461,769874,22-04-2024,03-05-2024,7%, ? 90.51 ,857%
CMP1277,Savings Account Promotion,SMS,North,Retail,Savings Account,4064,192,92545,172608,09-12-2024,14-12-2024,5%, ? 482.01 ,87%
CMP1278,Personal Loan Promotion,SMS,South,High Net Worth,Personal Loan,3007,138,67517,90252,14-03-2024,25-03-2024,5%, ? 489.25 ,34%
CMP1279,Personal Loan Promotion,Email,South,High Net Worth,Personal Loan,11439,1784,21435,1375464,30-11-2024,07-12-2024,16%, ? 12.02 ,6317%
CMP1280,Investment Plan Promotion,SMS,East,Young Professionals,Investment Plan,7084,1050,92595,1116150,29-08-2024,04-09-2024,15%, ? 88.19 ,1105%
CMP1281,Personal Loan Promotion,Email,East,Young Professionals,Personal Loan,3040,442,83888,488410,11-07-2024,19-07-2024,15%, ? 189.79 ,482%
CMP1282,Credit Card Promotion,Social Media,South,Retail,Credit Card,6569,270,87889,126630,10-07-2024,16-07-2024,4%, ? 325.51 ,44%
CMP1283,Personal Loan Promotion,SMS,North,Students,Personal Loan,10954,542,47083,111652,29-01-2024,11-02-2024,5%, ? 86.87 ,137%
CMP1284,Savings Account Promotion,Social Media,North,Young Professionals,Savings Account,13296,1044,113106,686952,27-02-2024,07-03-2024,8%, ? 108.34 ,507%
CMP1285,Investment Plan Promotion,Email,South,SME Owners,Investment Plan,13801,743,33025,359612,04-01-2024,07-01-2024,5%, ? 44.45 ,989%
CMP1286,Insurance Promotion,Email,North,SME Owners,Insurance,9266,905,101958,425350,11-10-2024,24-10-2024,10%, ? 112.66 ,317%
CMP1287,Investment Plan Promotion,Social Media,North,SME Owners,Investment Plan,9027,1408,98797,398464,22-01-2024,04-02-2024,16%, ? 70.17 ,303%
CMP1288,Savings Account Promotion,SMS,North,High Net Worth,Savings Account,7658,1226,64413,1161022,01-04-2024,08-04-2024,16%, ? 52.54 ,1702%
CMP1289,Insurance Promotion,Push Notification,North,Retail,Insurance,8446,785,48602,222155,18-09-2024,23-09-2024,9%, ? 61.91 ,357%
CMP1290,Insurance Promotion,Push Notification,West,Retail,Insurance,7626,697,39982,251617,11-06-2024,14-06-2024,9%, ? 57.36 ,529%
CMP1291,Savings Account Promotion,Push Notification,North,Retail,Savings Account,10984,1507,46385,708290,26-07-2024,08-08-2024,14%, ? 30.78 ,1427%
CMP1292,Savings Account Promotion,SMS,North,Young Professionals,Savings Account,3607,194,25776,155976,04-11-2024,14-11-2024,5%, ? 132.87 ,505%
CMP1293,Investment Plan Promotion,Social Media,West,High Net Worth,Investment Plan,10782,1057,105553,420686,14-12-2024,21-12-2024,10%, ? 99.86 ,299%
CMP1294,Investment Plan Promotion,Social Media,West,High Net Worth,Investment Plan,7655,1287,72098,1435005,15-02-2024,26-02-2024,17%, ? 56.02 ,1890%
CMP1295,Investment Plan Promotion,Push Notification,North,Retail,Investment Plan,12445,1490,48541,648150,05-12-2024,11-12-2024,12%, ? 32.58 ,1235%
CMP1296,Personal Loan Promotion,SMS,West,SME Owners,Personal Loan,10712,643,94744,742665,14-11-2024,22-11-2024,6%, ? 147.35 ,684%
CMP1297,Insurance Promotion,Push Notification,East,SME Owners,Insurance,7109,560,74615,438480,04-03-2024,07-03-2024,8%, ? 133.24 ,488%
CMP1298,Insurance Promotion,Push Notification,North,Students,Insurance,6167,614,46589,318666,03-12-2024,11-12-2024,10%, ? 75.88 ,584%
CMP1299,Personal Loan Promotion,Social Media,East,Students,Personal Loan,11759,1511,61688,1511000,11-04-2024,22-04-2024,13%, ? 40.83 ,2349%
CMP1300,Credit Card Promotion,Push Notification,North,Retail,Credit Card,2778,283,66167,212816,16-03-2024,27-03-2024,10%, ? 233.81 ,222%
CMP1301,Savings Account Promotion,Email,West,Retail,Savings Account,5117,262,94319,133358,26-03-2024,01-04-2024,5%, ? 360.00 ,41%
CMP1302,Investment Plan Promotion,SMS,North,High Net Worth,Investment Plan,4720,537,42431,236817,18-12-2024,22-12-2024,11%, ? 79.01 ,458%
CMP1303,Savings Account Promotion,Social Media,North,SME Owners,Savings Account,8368,361,65004,406125,17-03-2024,23-03-2024,4%, ? 180.07 ,525%
CMP1304,Investment Plan Promotion,Push Notification,North,Students,Investment Plan,9833,880,101061,941600,30-03-2024,11-04-2024,9%, ? 114.84 ,832%
CMP1305,Investment Plan Promotion,Social Media,East,Retail,Investment Plan,14430,866,29078,542982,31-10-2024,10-11-2024,6%, ? 33.58 ,1767%
CMP1306,Personal Loan Promotion,SMS,South,SME Owners,Personal Loan,8090,393,69786,432693,09-01-2024,17-01-2024,5%, ? 177.57 ,520%
CMP1307,Savings Account Promotion,Email,East,High Net Worth,Savings Account,5144,194,46015,145888,22-07-2024,01-08-2024,4%, ? 237.19 ,217%
CMP1308,Personal Loan Promotion,Email,East,High Net Worth,Personal Loan,5911,810,23389,229230,13-11-2024,26-11-2024,14%, ? 28.88 ,880%
CMP1309,Savings Account Promotion,Push Notification,North,High Net Worth,Savings Account,4430,186,66163,75702,09-11-2024,17-11-2024,4%, ? 355.72 ,14%
CMP1310,Savings Account Promotion,Email,South,Students,Savings Account,10601,1082,76446,1090656,06-07-2024,18-07-2024,10%, ? 70.65 ,1327%
CMP1311,Personal Loan Promotion,Social Media,East,Retail,Personal Loan,6109,258,100885,54438,27-03-2024,07-04-2024,4%, ? 391.03 ,-46%
CMP1312,Personal Loan Promotion,SMS,West,Retail,Personal Loan,3266,205,40022,194545,21-12-2024,31-12-2024,6%, ? 195.23 ,386%
CMP1313,Personal Loan Promotion,Email,North,High Net Worth,Personal Loan,13996,2077,90326,1011499,02-11-2024,06-11-2024,15%, ? 43.49 ,1020%
CMP1314,Savings Account Promotion,Push Notification,West,SME Owners,Savings Account,12181,1679,20661,1255892,17-12-2024,27-12-2024,14%, ? 12.31 ,5979%
CMP1315,Savings Account Promotion,SMS,East,Students,Savings Account,4920,511,80315,466543,30-08-2024,04-09-2024,10%, ? 157.17 ,481%
CMP1316,Personal Loan Promotion,Email,North,Young Professionals,Personal Loan,14732,601,75230,244006,18-12-2024,27-12-2024,4%, ? 125.17 ,224%
CMP1317,Insurance Promotion,Email,North,Students,Insurance,14080,2256,79321,2607936,24-01-2024,30-01-2024,16%, ? 35.16 ,3188%
CMP1318,Insurance Promotion,Push Notification,West,High Net Worth,Insurance,14803,2076,59443,2397780,31-05-2024,04-06-2024,14%, ? 28.63 ,3934%
CMP1319,Investment Plan Promotion,Push Notification,East,Young Professionals,Investment Plan,3712,397,85128,245743,06-09-2024,13-09-2024,11%, ? 214.43 ,189%
CMP1320,Credit Card Promotion,Email,East,SME Owners,Credit Card,7631,922,46958,568874,18-09-2024,27-09-2024,12%, ? 50.93 ,1111%
CMP1321,Savings Account Promotion,Social Media,West,High Net Worth,Savings Account,14201,2539,65241,1129855,04-05-2024,09-05-2024,18%, ? 25.70 ,1632%
CMP1322,Investment Plan Promotion,Email,South,SME Owners,Investment Plan,2529,315,104878,294840,20-12-2024,01-01-2025,12%, ? 332.95 ,181%
